"","word","type"
"13038","약간 쉰","negative"
"13039","약간 시들어","negative"
"13040","약간 움츠러드는","negative"
"13041","약간 짓무르고","negative"
"13042","약간 차갑게","negative"
"13043","약빠르고","negative"
"13044","약빠르고 밉다","negative"
"13045","약빠르지","negative"
"13046","약빠르지 못하다","negative"
"13047","약점을","negative"
"13048","약점을 잡아","negative"
"13049","약하거나","negative"
"13050","약하고","negative"
"13051","약하다","negative"
"13052","약하면","negative"
"13053","약하면 피는","negative"
"13054","약하여","negative"
"13055","약하여서","negative"
"13056","약하여져서","negative"
"13057","약하여지는","negative"
"13058","약하여지는 병","negative"
"13059","약하여지는 증상","negative"
"13060","약하여진 증상","negative"
"13061","약한","negative"
"13062","약한 상태에","negative"
"13063","약한 자는","negative"
"13064","약해져서","negative"
"13065","약해지다","negative"
"13066","약해진","negative"
"13067","약해진 눈","negative"
"13068","얄망궂고","negative"
"13069","얌치없이","negative"
"13070","얌치없이 태연하다","negative"
"13071","양기가 부족하여","negative"
"13072","양기가 허하여","negative"
"13073","양보하지 아니하다","negative"
"13074","양보하지 않고","negative"
"13075","양심에 거리끼어","negative"
"13076","양심에 벗어나는","negative"
"13077","양심을 속이다","negative"
"13078","얕보다","negative"
"13079","어그러뜨리다","negative"
"13080","어그러지고","negative"
"13081","어그러지고 사나운","negative"
"13082","어그러지다","negative"
"13083","어긋나","negative"
"13084","어긋나 있게","negative"
"13085","어긋나 있다","negative"
"13086","어긋나게","negative"
"13087","어긋나고","negative"
"13088","어긋나고 비뚤어져서","negative"
"13089","어긋나는","negative"
"13090","어긋나는 데가","negative"
"13091","어긋나다","negative"
"13092","어긋남에도 불구하고","negative"
"13093","어기다","negative"
"13094","어두운 빛을","negative"
"13095","어두운 상태","negative"
"13096","어두침침하게","negative"
"13097","어두침침하게 까무스름하다","negative"
"13098","어두침침하고","negative"
"13099","어두침침하고 쓸쓸하다","negative"
"13100","어둑하다","negative"
"13101","어둡거나","negative"
"13102","어둡거나 험하여","negative"
"13103","어둡고","negative"
"13104","어둡고 침침하다","negative"
"13105","어둡다","negative"
"13106","어떤 두려움으로","negative"
"13107","어떤 병이","negative"
"13108","어떤 병이나","negative"
"13109","어떤 약점을","negative"
"13110","어렴풋하다","negative"
"13111","어름어름","negative"
"13112","어름어름 넘기는","negative"
"13113","어름어름 넘기다","negative"
"13114","어리둥절하여","negative"
"13115","어리벙","negative"
"13116","어리벙벙","negative"
"13117","어리벙벙하게","negative"
"13118","어리벙벙하다","negative"
"13119","어리벙벙하여","negative"
"13120","어리빙빙하다","negative"
"13121","어리삥삥하다","negative"
"13122","어물어물","negative"
"13123","어물어물 망설이기만","negative"
"13124","어물어물하다","negative"
"13125","어색스럽다","negative"
"13126","어색하거나","negative"
"13127","어색하거나 거북하거나","negative"
"13128","어색하고","negative"
"13129","어색하고 부자연스럽게","negative"
"13130","어색하고 쑥스럽다","negative"
"13131","어색하다","negative"
"13132","어색한","negative"
"13133","어색한 느낌","negative"
"13134","어색한 느낌이","negative"
"13135","어색한 데가","negative"
"13136","어설프게","negative"
"13137","어설프고","negative"
"13138","어설프다","negative"
"13139","어설프며","negative"
"13140","어설픈","negative"
"13141","어설픈 데가","negative"
"13142","어설픈 듯하다","negative"
"13143","어설피","negative"
"13144","어수룩하고","negative"
"13145","어수룩하고 만만한","negative"
"13146","어수룩한","negative"
"13147","어수룩한 데가","negative"
"13148","어수선하거나","negative"
"13149","어수선하거나 다보록하다","negative"
"13150","어수선하게","negative"
"13151","어수선하게 들떠","negative"
"13152","어수선하게 들뜨는","negative"
"13153","어수선하게 떠드는","negative"
"13154","어수선하게 떠들다","negative"
"13155","어수선하게 생각함","negative"
"13156","어수선하게 소란이","negative"
"13157","어수선하게 움직이며","negative"
"13158","어수선하게 이야기하다","negative"
"13159","어수선하게 흩어져","negative"
"13160","어수선하고","negative"
"13161","어수선하고 소란스러운","negative"
"13162","어수선하고 소란스러움","negative"
"13163","어수선하고 소란스럽다","negative"
"13164","어수선하고 소홀하게","negative"
"13165","어수선하고 소홀하다","negative"
"13166","어수선하고 엉성하다","negative"
"13167","어수선하다","negative"
"13168","어수선하여","negative"
"13169","어수선한","negative"
"13170","어수선한 모양","negative"
"13171","어수선함","negative"
"13172","어울리지 아니하고","negative"
"13173","어울리지 아니한","negative"
"13174","어울리지 않거나","negative"
"13175","어울리지 않게","negative"
"13176","어울리지 않고","negative"
"13177","어울리지 않다","negative"
"13178","어울리지 않아","negative"
"13179","어울린 맛과 세련됨이 없이","negative"
"13180","어이가 없거나","negative"
"13181","어이없다","negative"
"13182","어이없을","negative"
"13183","어이없을 때","negative"
"13184","어이없이","negative"
"13185","어정쩡히","negative"
"13186","어중간한","negative"
"13187","어중간한 모양","negative"
"13188","어중간한 사람","negative"
"13189","어중간한 태도","negative"
"13190","어지간히 시들어","negative"
"13191","어지러우며","negative"
"13192","어지러운","negative"
"13193","어지러운 기운이","negative"
"13194","어지러운 느낌","negative"
"13195","어지러운 데가","negative"
"13196","어지러운 모양","negative"
"13197","어지러운 상태로","negative"
"13198","어지러운 상태에","negative"
"13199","어지러운 자리","negative"
"13200","어지러울 정도로","negative"
"13201","어지러워","negative"
"13202","어지러워서","negative"
"13203","어지러워지는","negative"
"13204","어지러워지는 모양","negative"
"13205","어지럼증","negative"
"13206","어지럽거나","negative"
"13207","어지럽게","negative"
"13208","어지럽게 늘어져","negative"
"13209","어지럽게 뒤섞여","negative"
"13210","어지럽게 일어나","negative"
"13211","어지럽게 하는","negative"
"13212","어지럽게 하다","negative"
"13213","어지럽게 흔들거리는","negative"
"13214","어지럽게 흔들거리다","negative"
"13215","어지럽게 흩어져","negative"
"13216","어지럽게 흩어지거나","negative"
"13217","어지럽게 흩어지다","negative"
"13218","어지럽고","negative"
"13219","어지럽다","negative"
"13220","어지럽도록","negative"
"13221","어지르다","negative"
"13222","어집럽게 일어나거나","negative"
"13223","어찌할 바를 모르는","negative"
"13224","어찌할 바를 모르다","negative"
"13225","어찌할 바를 몰라","negative"
"13226","어찌할 줄 몰라서","negative"
"13227","어찌할 줄을 몰라","negative"
"13228","어찔어찔하다","negative"
"13229","어찔어찔한","negative"
"13230","어찔어찔한 모양","negative"
"13231","어처구니없는","negative"
"13232","어처구니없는 짓","negative"
"13233","어처구니없다","negative"
"13234","어처구니없다고","negative"
"13235","어처구니없이","negative"
"13236","억세다","negative"
"13237","억세어","negative"
"13238","억제하며","negative"
"13239","억지","negative"
"13240","억지가","negative"
"13241","억지가 세어서","negative"
"13242","억지감","negative"
"13243","억지로","negative"
"13244","억지로 가로막아서","negative"
"13245","억지로 나오게","negative"
"13246","억지로 들이밀어","negative"
"13247","억지로 만들다","negative"
"13248","억지로 빼앗기","negative"
"13249","억지로 빼앗다","negative"
"13250","억지로 빼앗아","negative"
"13251","억지로 쑤시고","negative"
"13252","억지로 억누름","negative"
"13253","억지로 억눌리다","negative"
"13254","억지로 입다","negative"
"13255","억지로 차지하다","negative"
"13256","억지로 참거나","negative"
"13257","억지로 참는","negative"
"13258","억지로 하는","negative"
"13259","억지를","negative"
"13260","억지를 부리거나","negative"
"13261","억지를 쓰며","negative"
"13262","억지스러운","negative"
"13263","억지스러운 느낌","negative"
"13264","억지스럽다","negative"
"13265","억척스럽고 세차다","negative"
"13266","얻어맞을","negative"
"13267","얻어맞을 때","negative"
"13268","얻지 못하거나","negative"
"13269","얻지 못하여","negative"
"13270","얼굴빛이 누르렀다","negative"
"13271","얼굴이 꺼칠하고","negative"
"13272","얼굴이 붉으락푸르락하여지며","negative"
"13273","얼굴이 붉으락푸르락해지며","negative"
"13274","얼굴이 야위고","negative"
"13275","얼굴이 창백하고","negative"
"13276","얼굴이 창백하여지고","negative"
"13277","얼기설기하다","negative"
"13278","얼떨떨하다","negative"
"13279","얼떨떨하여","negative"
"13280","얼떨떨한","negative"
"13281","얼떨떨한 정신","negative"
"13282","얼떨떨해지다","negative"
"13283","얼떨떨해하다","negative"
"13284","얼렁뚱땅하는","negative"
"13285","얼렁뚱땅하는 수단을","negative"
"13286","얼렁뚱땅하여","negative"
"13287","얼룩덜룩하게 된","negative"
"13288","얼버무리다","negative"
"13289","얼빠져","negative"
"13290","얼빠져 보이는","negative"
"13291","얼빠진","negative"
"13292","얼빠진 사람처럼","negative"
"13293","얼얼하다","negative"
"13294","얼이 빠지다","negative"
"13295","얼이 빠짐","negative"
"13296","얽매여서","negative"
"13297","얽은","negative"
"13298","얽은 것이나","negative"
"13299","얽은 자국이","negative"
"13300","얽히거나","negative"
"13301","엄격하게 나무라다","negative"
"13302","엄격하여","negative"
"13303","엄살을","negative"
"13304","엄살을 부리는","negative"
"13305","엄살을 부리며","negative"
"13306","없다","negative"
"13307","없어서","negative"
"13308","없어져","negative"
"13309","없어지다","negative"
"13310","없어진","negative"
"13311","없어짐","negative"
"13312","없으면서","negative"
"13313","없음을","negative"
"13314","없이 가볍게","negative"
"13315","없이 멋쩍고","negative"
"13316","엇서며","negative"
"13317","엇서며 대들다","negative"
"13318","엉너리로","negative"
"13319","엉뚱하게","negative"
"13320","엉뚱하고","negative"
"13321","엉뚱한","negative"
"13322","엉뚱한 느낌을","negative"
"13323","엉뚱한 욕심을","negative"
"13324","엉뚱한 짓을","negative"
"13325","엉성하고","negative"
"13326","엉성하고 거친","negative"
"13327","엉성하고 조잡하다","negative"
"13328","엉성하다","negative"
"13329","엉성한","negative"
"13330","엉성한 모양","negative"
"13331","엉성한 물건이","negative"
"13332","엉큼하게","negative"
"13333","엉큼하고","negative"
"13334","엉큼한","negative"
"13335","엉큼한 마음을","negative"
"13336","엎어지게","negative"
"13337","엎어지게 하다","negative"
"13338","엎어지는","negative"
"13339","엎어지는 모양","negative"
"13340","에게 굽실거리다","negative"
"13341","에게 굽실하다","negative"
"13342","여기어 탓하거나","negative"
"13343","여리다","negative"
"13344","여물지 아니한","negative"
"13345","여위거나","negative"
"13346","여위게 된다","negative"
"13347","여위게 하다","negative"
"13348","여위고","negative"
"13349","여위고 쇠약해지는","negative"
"13350","여위어","negative"
"13351","여위우다","negative"
"13352","여윈","negative"
"13353","여윈 모습을","negative"
"13354","여윈 사람을","negative"
"13355","여유 없이","negative"
"13356","여유가 없다","negative"
"13357","여유가 없어","negative"
"13358","여유가 없이","negative"
"13359","여자를 속되게","negative"
"13360","여자를 욕하여","negative"
"13361","역경","negative"
"13362","역전패","negative"
"13363","역전패하다","negative"
"13364","연덕","negative"
"13365","연민","negative"
"13366","연민스럽다","negative"
"13367","연민이나","negative"
"13368","연민이나 쓰라림","negative"
"13369","연민하다","negative"
"13370","연약하게 되다","negative"
"13371","연줄이 끊어져","negative"
"13372","열성병","negative"
"13373","열심히 하지 아니하는","negative"
"13374","열심히 하지 아니하다","negative"
"13375","열없다","negative"
"13376","열없이","negative"
"13377","열이 나고","negative"
"13378","열이 나는","negative"
"13379","열이 나며","negative"
"13380","열이 높고","negative"
"13381","열이 높아지는","negative"
"13382","열이 심하게","negative"
"13383","열이 자꾸 나며","negative"
"13384","열증","negative"
"13385","염증이 생기는","negative"
"13386","염치 없이","negative"
"13387","염치가 없다","negative"
"13388","염치가 없어","negative"
"13389","염치없이","negative"
"13390","염치없이 굴다","negative"
"13391","염치없이 슬그머니","negative"
"13392","염치없이 태연하게","negative"
"13393","염탐을 잘못함","negative"
"13394","엿보거나","negative"
"13395","영악한","negative"
"13396","영악한 데가","negative"
"13397","영양 부족이나","negative"
"13398","영양 실조","negative"
"13399","영양실조로","negative"
"13400","영양이 적고","negative"
"13401","영영 끊어지다","negative"
"13402","영영 끊어짐","negative"
"13403","옆구리가 켕기고","negative"
"13404","예리하지 못하다","negative"
"13405","예민하거나","negative"
"13406","예민하거나 섬약하여","negative"
"13407","예절을 모르는","negative"
"13408","오그라들다","negative"
"13409","오는 위기적","negative"
"13410","오답","negative"
"13411","오도하다","negative"
"13412","오래되거나","negative"
"13413","오르지 못하던","negative"
"13414","오스스 소름이","negative"
"13415","오슬오슬하다","negative"
"13416","오싹","negative"
"13417","오싹거리다","negative"
"13418","오싹대다","negative"
"13419","오싹오싹하다","negative"
"13420","오싹하다","negative"
"13421","오염","negative"
"13422","오용하다","negative"
"13423","오크","negative"
"13424","오한","negative"
"13425","오한과","negative"
"13426","오한이","negative"
"13427","오한이 난다","negative"
"13428","오한이 생기거나","negative"
"13429","오해","negative"
"13430","오해하다","negative"
"13431","옥신각신하며","negative"
"13432","옥신각신하며 다투는","negative"
"13433","옥신각신하며 다투다","negative"
"13434","온갖 요망한","negative"
"13435","온몸이 노곤하여","negative"
"13436","온몸이 붓고","negative"
"13437","온순하지 못하고","negative"
"13438","온순하지 못하여","negative"
"13439","온통 소란해지거나","negative"
"13440","올곧지 아니하여","negative"
"13441","올바르지 못하고","negative"
"13442","올바르지 않거나","negative"
"13443","옭아 묶다","negative"
"13444","옭아 묶음","negative"
"13445","옮아","negative"
"13446","완성하지 못하다","negative"
"13447","완전하지 못하고","negative"
"13448","완전하지 못하여","negative"
"13449","외로운","negative"
"13450","외로운 감정","negative"
"13451","외로운 베개라는","negative"
"13452","외로운 베개와","negative"
"13453","외로운 잠자리를","negative"
"13454","외로워","negative"
"13455","외로워 슬퍼지다","negative"
"13456","외로워 슬프게","negative"
"13457","외로워 슬프다","negative"
"13458","외로워하다","negative"
"13459","외로이","negative"
"13460","외롭거나","negative"
"13461","외롭거나 쓸쓸하게","negative"
"13462","외롭다","negative"
"13463","외설스러운","negative"
"13464","요란스러운","negative"
"13465","요란스러운 모양","negative"
"13466","요란스럽게","negative"
"13467","요란스럽게 닦달하거나","negative"
"13468","요란스럽게 떠드는","negative"
"13469","요란스럽게 울리는","negative"
"13470","요란스럽게 터지는","negative"
"13471","요란하게","negative"
"13472","요란하게 떠들고","negative"
"13473","요란하게 울리는","negative"
"13474","요란하고","negative"
"13475","요란하고 사납던","negative"
"13476","요란하다","negative"
"13477","요량 없이 경솔하다","negative"
"13478","요량 없이 경솔한","negative"
"13479","요리조리 빼면서","negative"
"13480","욕심","negative"
"13481","욕심 따위가","negative"
"13482","욕심껏","negative"
"13483","욕심껏 먹어","negative"
"13484","욕심껏 탐내어","negative"
"13485","욕심꾸러기","negative"
"13486","욕심부리다","negative"
"13487","욕심스럽다","negative"
"13488","욕심에 사로잡히다","negative"
"13489","욕심에 사로잡힌","negative"
"13490","욕심을","negative"
"13491","욕심을 부려","negative"
"13492","욕심을 품고","negative"
"13493","욕심이","negative"
"13494","욕심이 나서","negative"
"13495","욕심이 드러나는","negative"
"13496","욕심이 많고","negative"
"13497","욕심이 많은","negative"
"13498","욕심쟁이","negative"
"13499","욕지기가 나서","negative"
"13500","용도대로 쓰이지 못하고","negative"
"13501","우그러져","negative"
"13502","우그러지게","negative"
"13503","우그러지게 하다","negative"
"13504","우그러지고","negative"
"13505","우그러지고 쭈그러들게","negative"
"13506","우그러지고 쭈그러듦","negative"
"13507","우기거나","negative"
"13508","우기는","negative"
"13509","우기는 모양","negative"
"13510","우기다","negative"
"13511","우는","negative"
"13512","우는 모양","negative"
"13513","우는 소리","negative"
"13514","우는 소리가","negative"
"13515","우락부락하고 거칠거나","negative"
"13516","우물거리며","negative"
"13517","우물거림","negative"
"13518","우물우물하며","negative"
"13519","우물우물하며 넘기려고","negative"
"13520","우물쭈물하는","negative"
"13521","우물쭈물하는 모양","negative"
"13522","우물쭈물하다","negative"
"13523","우스꽝스럽다","negative"
"13524","우스꽝스레","negative"
"13525","우스운","negative"
"13526","우스운 데가","negative"
"13527","우습게","negative"
"13528","우습고","negative"
"13529","우습고 싱거운","negative"
"13530","우습다","negative"
"13531","우유부단하다","negative"
"13532","우직스럽게","negative"
"13533","우직스럽게 계속","negative"
"13534","우직하고","negative"
"13535","우치","negative"
"13536","운동 장애가","negative"
"13537","운치가 없다","negative"
"13538","운치가 없음","negative"
"13539","울고 싶다","negative"
"13540","울렁거리는","negative"
"13541","울렁거리는 모양","negative"
"13542","울렁거리다","negative"
"13543","울렁대다","negative"
"13544","울보","negative"
"13545","움직이지 못하는","negative"
"13546","움직일 수 없는","negative"
"13547","움질대다","negative"
"13548","움츠러드는","negative"
"13549","움츠러드는 데가","negative"
"13550","움츠러드는 모양","negative"
"13551","움츠러들거나","negative"
"13552","움츠러들거나 소름이","negative"
"13553","움츠리는","negative"
"13554","움츠리는 모양","negative"
"13555","움츠리다","negative"
"13556","움츠린다는","negative"
"13557","움츠린다는 뜻으로","negative"
"13558","움츠림을","negative"
"13559","움츠림을 비유적으로","negative"
"13560","웃음거리로 만들다","negative"
"13561","원대하다","negative"
"13562","원만하지 않고","negative"
"13563","원인 불명의","negative"
"13564","원하는 것을 가지지 못하여","negative"
"13565","원하지 않는","negative"
"13566","위급한","negative"
"13567","위급한 증상","negative"
"13568","위기","negative"
"13569","위기적","negative"
"13570","위기적 의식","negative"
"13571","위반되어","negative"
"13572","위반한","negative"
"13573","위반한 자를","negative"
"13574","위배하다","negative"
"13575","위법","negative"
"13576","위법 행위","negative"
"13577","위조","negative"
"13578","위조하거나","negative"
"13579","위조하다","negative"
"13580","위조함으로써","negative"
"13581","위축","negative"
"13582","위축감","negative"
"13583","위축되다","negative"
"13584","위태로운","negative"
"13585","위태로운 모양","negative"
"13586","위태로움을","negative"
"13587","위태로움을 느껴","negative"
"13588","위태롭거나","negative"
"13589","위태롭거나 치사하고","negative"
"13590","위태롭게","negative"
"13591","위태롭게 매달려","negative"
"13592","위태롭다","negative"
"13593","위태하여","negative"
"13594","윗사람에게 고자질함","negative"
"13595","윗사람을 농락하여","negative"
"13596","윗사람을 비판함","negative"
"13597","유감","negative"
"13598","유감스러운","negative"
"13599","유감스럽다","negative"
"13600","유들유들한","negative"
"13601","유들유들한 모양","negative"
"13602","유지하지 못하게","negative"
"13603","유치하다","negative"
"13604","유쾌하지 못하게","negative"
"13605","유쾌하지 못한","negative"
"13606","육중하고 무디다","negative"
"13607","윤기 없이","negative"
"13608","윤기가 없고","negative"
"13609","윤기가 없어","negative"
"13610","윤기가 없이","negative"
"13611","으름장을","negative"
"13612","으름장을 놓거나","negative"
"13613","으스스","negative"
"13614","으시시","negative"
"13615","은근히 귀찮게","negative"
"13616","은근히 허전하고","negative"
"13617","은혜도 모르는","negative"
"13618","을 굽실거리다","negative"
"13619","을 굽실하다","negative"
"13620","을 마음대로 다루면서 데리고 놀다","negative"
"13621","음란하고","negative"
"13622","음산하고","negative"
"13623","음식이 변하거나","negative"
"13624","음식이 체하여","negative"
"13625","음침하다","negative"
"13626","음흉한 방법으로","negative"
"13627","응석을","negative"
"13628","응석을 부리며","negative"
"13629","응어리진","negative"
"13630","응어리진 마음","negative"
"13631","응하지 아니하고","negative"
"13632","의기소침","negative"
"13633","의기소침하다","negative"
"13634","의기저상","negative"
"13635","의기저상하다","negative"
"13636","의도에서 벗어나","negative"
"13637","의도적으로 꼬집거나","negative"
"13638","의사와 관계없이","negative"
"13639","의심","negative"
"13640","의심나다","negative"
"13641","의심되다","negative"
"13642","의심스럽거나","negative"
"13643","의심스럽고","negative"
"13644","의심스럽고 이상하게","negative"
"13645","의심스럽고 이상하다","negative"
"13646","의심스럽다","negative"
"13647","의심쩍다","negative"
"13648","의심하는","negative"
"13649","의심하는 마음이","negative"
"13650","의심하다","negative"
"13651","의아스러운","negative"
"13652","의아스러운 일을","negative"
"13653","의아심","negative"
"13654","의아하다","negative"
"13655","의존성이","negative"
"13656","의존성이 생겨","negative"
"13657","의지가 없이","negative"
"13658","의지할 곳도 없음","negative"
"13659","의지할 곳이 없다","negative"
"13660","의지할 곳이 없어","negative"
"13661","의지할 곳이 없어진","negative"
"13662","의지할 곳이 없이","negative"
"13663","의지할 곳조차 없다","negative"
"13664","의회","negative"
"13665","의회하다","negative"
"13666","이간질하다","negative"
"13667","이기지 못하고","negative"
"13668","이득이 없이","negative"
"13669","이랬다저랬다","negative"
"13670","이러저리 기울어지며","negative"
"13671","이러저리 자꾸","negative"
"13672","이러지도 저러지도 못하고","negative"
"13673","이루지 못하다","negative"
"13674","이루지 못함","negative"
"13675","이르지 못하거나","negative"
"13676","이르지 못하다","negative"
"13677","이르지 못함을","negative"
"13678","이를 갈다","negative"
"13679","이리저리 궁리만","negative"
"13680","이리저리 망설이는","negative"
"13681","이리저리 어지럽게","negative"
"13682","이리저리 얽혀서","negative"
"13683","이리저리 자꾸","negative"
"13684","이리저리 트집을","negative"
"13685","이리저리 헛디디는","negative"
"13686","이리저리 헛디디다","negative"
"13687","이리저리 헤매는","negative"
"13688","이리저리 휩쓸리는","negative"
"13689","이리저리로 빈정거리다","negative"
"13690","이뭐병","negative"
"13691","이별하다","negative"
"13692","이상이 생겨","negative"
"13693","이상이나 장애로","negative"
"13694","이상하게","negative"
"13695","이상하게 여기는","negative"
"13696","이상하다","negative"
"13697","이야기하다","negative"
"13698","이용하는 짓을","negative"
"13699","이이없다","negative"
"13700","이익이 되지 아니하고","negative"
"13701","이치에 닿지 않다","negative"
"13702","이치에 어긋나","negative"
"13703","이해의 대립으로","negative"
"13704","이해하기 어려운","negative"
"13705","이해하지 못하는","negative"
"13706","이혼을","negative"
"13707","이혼을 하고","negative"
"13708","익살바르다","negative"
"13709","익숙지 못하고","negative"
"13710","익숙하지 못하고","negative"
"13711","익숙하지 못하여","negative"
"13712","익지 아니하다","negative"
"13713","익지 아니하여서","negative"
"13714","익혀지지 못하다","negative"
"13715","익히지 못하다","negative"
"13716","익히지 못한","negative"
"13717","익히지 못한 사람","negative"
"13718","익히지 못함","negative"
"13719","인색하게","negative"
"13720","인정이 없게","negative"
"13721","인정이 없는","negative"
"13722","인정이 없이","negative"
"13723","인정하지 않고","negative"
"13724","일러바치다","negative"
"13725","일류","negative"
"13726","일방적으로","negative"
"13727","일부러","negative"
"13728","일부를 다치다","negative"
"13729","일부를 빼앗아","negative"
"13730","일어나는 화","negative"
"13731","일에 매여","negative"
"13732","일에 실패하거나","negative"
"13733","일에 훼방을","negative"
"13734","일을 간섭하고","negative"
"13735","일을 대강대강","negative"
"13736","일을 무리하게","negative"
"13737","일을 훼방","negative"
"13738","일이 꼬이거나","negative"
"13739","일이 난처하거나","negative"
"13740","일이 물리거나","negative"
"13741","일이 어그러지다","negative"
"13742","일진","negative"
"13743","일찍 죽다","negative"
"13744","일치하지 않다","negative"
"13745","일하기를 꺼리어","negative"
"13746","일하기를 싫어하는","negative"
"13747","일하기를 싫어하여","negative"
"13748","잃거나","negative"
"13749","잃거나 없애다","negative"
"13750","잃게","negative"
"13751","잃게 하거나","negative"
"13752","잃게 하다","negative"
"13753","잃다","negative"
"13754","잃어 섭섭하거나","negative"
"13755","잃어 스러져","negative"
"13756","잃어버리다","negative"
"13757","잃었다","negative"
"13758","잃은","negative"
"13759","잃은 느낌","negative"
"13760","잃은 상태로","negative"
"13761","잃을","negative"
"13762","잃을 정도로","negative"
"13763","임신구토","negative"
"13764","임질","negative"
"13765","입 안이 마르고","negative"
"13766","입맛을 잃다","negative"
"13767","입맛이 떨어지고","negative"
"13768","입맛이 없다","negative"
"13769","입맛이 없어지고","negative"
"13770","입맛이 없으며","negative"
"13771","입속으로 지껄이다","negative"
"13772","입을 가볍게","negative"
"13773","입을 나불거리며","negative"
"13774","입을 너불거리며","negative"
"13775","입을 삐쭉이는","negative"
"13776","입을 삐쭉이다","negative"
"13777","입을 함부로","negative"
"13778","입이 쓰며","negative"
"13779","입힌 손상이나","negative"
"13780","잇따라 게우는","negative"
"13781","잇따라 귀찮게","negative"
"13782","잇따라 맥없이","negative"
"13783","잇따라 쑤시다","negative"
"13784","잇따라 울다","negative"
"13785","잇따라 지껄이다","negative"
"13786","잇따라 힘없이","negative"
"13787","잇몸이 붓고","negative"
"13788","잇지 못할","negative"
"13789","잉여","negative"
"13790","ㅈㄹ","negative"
"13791","ㅈㅅ","negative"
"13792","자격을 박탈하여","negative"
"13793","자격이 박탈되어","negative"
"13794","자격이 없는","negative"
"13795","자궁 탈출증","negative"
"13796","자기중심적","negative"
"13797","자기하다","negative"
"13798","자꾸 가쁘고","negative"
"13799","자꾸 간섭하거나","negative"
"13800","자꾸 거만하게","negative"
"13801","자꾸 건성으로","negative"
"13802","자꾸 걸리다","negative"
"13803","자꾸 군소리를","negative"
"13804","자꾸 굼뜨게","negative"
"13805","자꾸 근질근질하다","negative"
"13806","자꾸 까다롭게","negative"
"13807","자꾸 까다롭고","negative"
"13808","자꾸 까부는","negative"
"13809","자꾸 까불거나","negative"
"13810","자꾸 까불다","negative"
"13811","자꾸 까불며","negative"
"13812","자꾸 까불어","negative"
"13813","자꾸 꼬물거리는","negative"
"13814","자꾸 꾀거나","negative"
"13815","자꾸 너불거리며","negative"
"13816","자꾸 놀라는","negative"
"13817","자꾸 놀리는","negative"
"13818","자꾸 놀리다","negative"
"13819","자꾸 능글맞게","negative"
"13820","자꾸 능청스럽게","negative"
"13821","자꾸 다투거나","negative"
"13822","자꾸 다투는","negative"
"13823","자꾸 다투다","negative"
"13824","자꾸 덤비다","negative"
"13825","자꾸 되지못한","negative"
"13826","자꾸 들볶거나","negative"
"13827","자꾸 따끔하게","negative"
"13828","자꾸 떠드는","negative"
"13829","자꾸 떠들거나","negative"
"13830","자꾸 떠들다","negative"
"13831","자꾸 떠들어","negative"
"13832","자꾸 뜨끔하게","negative"
"13833","자꾸 마지못하여","negative"
"13834","자꾸 막히다","negative"
"13835","자꾸 말대꾸하다","negative"
"13836","자꾸 망설이는","negative"
"13837","자꾸 망설이며","negative"
"13838","자꾸 맥없이","negative"
"13839","자꾸 머뭇거리게","negative"
"13840","자꾸 머뭇거리는","negative"
"13841","자꾸 머뭇거리다","negative"
"13842","자꾸 머뭇거리며","negative"
"13843","자꾸 머뭇머뭇하는","negative"
"13844","자꾸 머뭇하다","negative"
"13845","자꾸 무섭고","negative"
"13846","자꾸 미루거나","negative"
"13847","자꾸 방정맞게","negative"
"13848","자꾸 방해가","negative"
"13849","자꾸 버릇없게","negative"
"13850","자꾸 버릇없이","negative"
"13851","자꾸 보채거나","negative"
"13852","자꾸 볼품없이","negative"
"13853","자꾸 불안하게","negative"
"13854","자꾸 비틀거리는","negative"
"13855","자꾸 빈둥거리는","negative"
"13856","자꾸 성가시게","negative"
"13857","자꾸 성을","negative"
"13858","자꾸 시근시근하다","negative"
"13859","자꾸 시끄럽게","negative"
"13860","자꾸 시큰둥한","negative"
"13861","자꾸 신경질적으로","negative"
"13862","자꾸 쑤시는","negative"
"13863","자꾸 쑤시다","negative"
"13864","자꾸 쓰러지거나","negative"
"13865","자꾸 쓰러질","negative"
"13866","자꾸 아프다","negative"
"13867","자꾸 앓는","negative"
"13868","자꾸 앓다","negative"
"13869","자꾸 애쓰는","negative"
"13870","자꾸 애쓰다","negative"
"13871","자꾸 어색하다","negative"
"13872","자꾸 어수선하게","negative"
"13873","자꾸 어지럽게","negative"
"13874","자꾸 얻어맞을","negative"
"13875","자꾸 엿보거나","negative"
"13876","자꾸 요란스럽게","negative"
"13877","자꾸 우기거나","negative"
"13878","자꾸 우기는","negative"
"13879","자꾸 우는","negative"
"13880","자꾸 우물쭈물하다","negative"
"13881","자꾸 움직이는","negative"
"13882","자꾸 움직이다","negative"
"13883","자꾸 자린","negative"
"13884","자꾸 자빠지다","negative"
"13885","자꾸 저는","negative"
"13886","자꾸 저리다","negative"
"13887","자꾸 저린","negative"
"13888","자꾸 절다","negative"
"13889","자꾸 조르거나","negative"
"13890","자꾸 주저주저하거나","negative"
"13891","자꾸 주저주저하며","negative"
"13892","자꾸 주책없이","negative"
"13893","자꾸 지껄이는","negative"
"13894","자꾸 지껄이다","negative"
"13895","자꾸 짖궂게","negative"
"13896","자꾸 짜증을","negative"
"13897","자꾸 쩔쩔매거나","negative"
"13898","자꾸 참견하다","negative"
"13899","자꾸 처지는","negative"
